52736,Fortunate Son (Live),Creedence Clearwater Revival,1973,0,0,2017-03-08,"Rock,Rock 'n Roll",English,,,,,,
25496,Fortune Faded,Red Hot Chili Peppers,2004,0,0,2011-05-30,Rock,English,,,,,,
39937,Forty Shades Of Green,Johnny Cash,1961,0,0,2013-02-06,Country,English,,,,,,
25376,Forty-Second Street,42nd Street,1934,0,0,2011-05-30,Musical,Blues,Jazz,English,,,,
43324,Foto van vroeger,Rob de Nijs,1997,0,0,2013-05-23,Pop,Dutch,,,,,,
16585,Fotografia,Juanes,2002,0,0,2018-04-10,"Pop,Soft rock,Latin",Spanish,,,,,,
41263,Fou de Corfou,Frank Michael,2006,0,0,2016-06-05,French pop,French,,,,,,
5130,Foule sentimentale,Alain Souchon,1993,0,0,2011-05-31,French pop,French,,,,,,
48299,Foule sentimentale,Sidaction,2014,1,0,2015-02-04,"French pop,Duet",French,,,,,,
55693,Found / Tonight,Ben Platt,2018,1,0,2018-07-05,Pop,Duet,English,,,,,
11441,Found Out About You,Gin Blossoms,1992,0,0,2011-12-26,Rock,English,,,,,,
12288,Foundations,Kate Nash,2007,0,0,2011-05-31,Pop,Folk,English,,,,,
45040,Four Country Roads,Big Tom,1981,0,0,2014-06-23,Country,English,,,,,,
54968,Four Green Fields,The Dubliners,1977,0,0,2018-02-07,Folk,Celtic,English,,,,,
41488,Four Seasons In One Day,Crowded House,1992,0,1,2013-05-10,Pop,Rock,English,,,,,
37894,Four Strong Winds,Neil Young,1978,0,0,2011-10-25,Folk,English,,,,,,
15171,Four Strong Winds,Bobby Bare,1964,0,0,2016-12-09,Country,Folk,English,,,,,
41604,Four To The Floor,Starsailor,2004,0,0,2013-02-21,Rock,Pop,English,,,,,
18190,Four Walls,Jim Reeves,1957,0,0,2018-02-09,Oldies,Pop,English,,,,,
42277,Four Walls Of Raiford,Lynyrd Skynyrd,1991,0,0,2012-12-30,Blues,Country,English,,,,,
28757,Four Wheel Drive,John Michael Montgomery,2003,0,0,2011-05-31,Country,English,,,,,,
35364,Four Women,Nina Simone,1966,0,0,2011-05-30,Jazz,Oldies,English,,,,,
15844,Fourteen Carat Mind,Gene Watson,1981,0,0,2016-11-11,Country,English,,,,,,
6556,Fourteen Minutes Old,Doug Stone,1990,0,0,2018-06-20,Country,English,,,,,,
43875,Fous ta cagoule,Fatal Bazooka,2006,0,0,2016-02-25,"Humour,Rap,French pop",French,,,,,,
32028,Fox On The Run,Sweet,1974,0,0,2014-02-05,Rock,English,,,,,,
37483,Fox On The Run,Zac Brown Band,2007,0,0,2011-07-30,Country,English,,,,,,
52470,Foxtrot Medley,De Toppers,2011,0,0,2017-02-24,Schlager,Dutch,,,,,,
41920,Foxy Lady,Jimi Hendrix,1967,0,0,2012-12-03,Rock,Alternative,English,,,,,
43733,Frag nicht wo und wann,Helene Fischer,2008,0,0,2016-06-07,Schlager,German,,,,,,
20319,Frag' Maria,Roy Black,1991,0,0,2017-03-23,Schlager,Classical,German,,,,,
13277,Fragile,Sting,2001,0,0,2012-02-02,Soft rock,English,,,,,,
26565,Fragile Tension,Depeche Mode,2009,0,0,2011-07-15,Electro,Pop,English,,,,,
30520,Francis,Coeur de pirate,2009,0,0,2016-06-05,French pop,French,,,,,,
21787,Frank Mills,Hair,1976,0,0,2011-05-30,Musical,English,,,,,,
13720,Frankie,Sister Sledge,1985,0,0,2011-05-31,Pop,Disco,English,,,,,
39688,Frankie And Johnny,Johnny Cash,1958,0,0,2012-03-14,Country,English,,,,,,
36055,Frankie et Johnny,Johnny Hallyday,1964,0,0,2012-02-07,"French pop,Rock 'n Roll",French,,,,,,
25828,Franklin's Tower,Grateful Dead,1975,0,0,2011-08-16,Rock,Reggae,English,,,,,
19419,Frauen regier'n Die Welt,Roger Cicero,2007,0,0,2016-06-07,Jazz,German,,,,,,
15174,Fraulein,Bobby Helms,1957,0,0,2016-02-16,Country,Oldies,English,,,,,
45027,Freak Flag,Shrek,2008,0,0,2013-10-19,Musical,English,,,,,,
49507,Freak Like Me,Halestorm,2012,0,1,2015-07-31,Hard/Metal,Rock,Alternative,English,,,,
14495,Freak Like Me,Sugababes,2002,0,0,2013-11-01,R&B,80s,Pop,English,,,,
10058,Freak Me,Silk,1992,0,0,2013-11-12,R&B,English,,,,,,
35834,Freak The Freak Out,Victoria Justice,2010,0,0,2011-10-28,"Dance,Pop,TV & movie soundtrack",English,,,,,,
52563,Freakin' at the Freaker's Ball,Dr. Hook & The Medicine Show,1972,0,0,2017-03-08,Country,Rock,Humour,English,,,,
49188,Freaks,Timmy Trumpet,2014,0,0,2015-07-13,Electro,Dance,English,,,,,
49605,Freaks (feat. Savage),Timmy Trumpet,2014,0,0,2015-08-11,Dance,Electro,Rap,English,,,,
55575,Freaky Friday,Lil Dicky,2018,1,1,2018-06-18,Rap,Duet,Humour,English,,,,
28785,Fred Bear,Ted Nugent,1995,0,0,2012-01-30,Hard/Metal,Rock,English,,,,,
32438,Free,Zac Brown Band,2008,0,0,2011-05-31,Country,English,,,,,,
38185,Free,Ultra Naté,1997,0,0,2014-09-09,Dance,Electro,English,,,,,
17721,Free,Stevie Wonder,1987,0,0,2011-05-31,Pop,English,,,,,,
46396,Free,Rudimental,2013,0,0,2014-03-31,Soul,English,,,,,,
40836,Free,Haley Reinhart,2012,0,0,2012-07-05,Pop,English,,,,,,
27654,Free,Jack Ingram,2010,0,0,2012-04-20,Country,English,,,,,,
26190,Free,Powerman 5000,2003,0,0,2012-05-25,Hard/Metal,Rock,English,,,,,
46344,Free,Mýa,2001,0,0,2014-02-25,R&B,English,,,,,,
29620,Free Again,Barbra Streisand,1968,0,0,2011-12-10,"Soft rock,Oldies",English,,,,,,
24236,Free And Easy (Down The Road I Go),Dierks Bentley,2007,0,0,2011-10-20,Country,English,,,,,,
35576,Free As A Bird,The Beatles,1995,0,0,2012-12-24,Rock,Pop,English,,,,,
31951,Free At Last,DC Talk,1995,0,0,2012-11-05,Pop,Rap,Christian,English,,,,
16663,Free Bird,Lynyrd Skynyrd,1972,0,0,2011-05-31,Rock,Country,Love,English,,,,
52797,Free Bird (Album Version),Lynyrd Skynyrd,1972,0,0,2017-04-12,Rock,Country,Love,English,,,,
9981,Free Fallin',Tom Petty,1989,0,0,2011-05-31,Pop,Rock,English,,,,,
25075,Free Fallin' (Where The Light Is),John Mayer,2008,0,0,2011-05-30,Folk,Pop,English,,,,,
43107,Free Me,Joss Stone,2009,0,0,2013-04-02,Soul,English,,,,,,
25032,Free Me,Uriah Heep,1977,0,0,2011-10-19,Rock,English,,,,,,
53408,Free Me,Sia,2017,0,0,2017-07-19,Pop,Love,English,,,,,
48262,Free Me,Emma Bunton,2003,0,0,2015-01-12,Latin,Pop,English,,,,,
24014,Free Nelson Mandela,The Special AKA,1984,0,0,2014-01-08,Ska,Reggae,English,,,,,
15646,Free Ride,Edgar Winter,1975,0,0,2012-08-11,Rock,English,,,,,,
10530,Free to Decide,The Cranberries,1996,0,0,2018-02-01,Rock,Alternative,English,,,,,
22131,Free Your Mind,En Vogue,1991,0,0,2011-05-31,Hard/Metal,Rock,Funk,English,,,,
36991,Free Your Mind / I Am Woman,The Dan Band,2005,0,1,2016-02-25,Pop,Humour,English,,,,,
30111,Freed From Desire,Gala,1996,0,0,2012-01-22,Dance,English,,,,,,
52209,Freed from Desire (Acoustic),Gala,2016,0,0,2017-01-09,"Pop,TV & movie soundtrack,Folk",English,,,,,,
42880,Freedom,Anthony Hamilton,2012,1,0,2013-03-11,"TV & movie soundtrack,Soul,Duet",English,,,,,,
13069,Freedom,Wham!,1984,0,0,2015-04-04,Pop,English,,,,,,
49705,Freedom,Pharrell Williams,2015,0,0,2015-09-16,Soul,R&B,English,,,,,
34271,Freedom,Robbie Williams,1996,0,0,2018-04-03,Pop,English,,,,,,
42666,Freedom,Nicki Minaj,2012,0,1,2016-02-25,Rap,English,,,,,,
48332,Freedom,Paul McCartney,2001,0,0,2015-01-12,Pop,Folk,English,,,,,
50786,Freedom,Pitbull,2016,0,0,2016-04-07,Pop,Dance,Electro,English,,,,
32511,Freedom,Panther,1995,0,0,2013-11-25,Pop,Soul,English,,,,,
19978,Freedom '90,George Michael,1990,0,0,2011-12-30,Pop,Gospel,English,,,,,
39241,Freedom '90 (MTV Unplugged),George Michael,1996,0,0,2018-08-30,Pop,Gospel,English,,,,,
33757,Freedom Isn't Free,Team America: World Police,2004,0,0,2011-05-31,"TV & movie soundtrack,Country,Humour",English,,,,,,
24239,Freek'n You,Jodeci,1995,0,0,2011-05-31,R&B,English,,,,,,
47733,Freestyle,Lady Antebellum,2014,0,0,2014-10-28,Country,English,,,,,,
52366,Freeway of Love,Aretha Franklin,1985,0,0,2018-06-27,Disco,80s,Soul,English,,,,
25835,Freewill,Rush,1980,0,0,2012-09-24,Hard/Metal,Rock,Alternative,English,,,,
29516,Freeze,Pay The Girl,2002,0,0,2013-03-12,Rock,Pop,English,,,,,
29780,Freeze Frame,J. Geils Band,1981,0,0,2012-02-22,Rock,English,,,,,,
49296,Freeze You Out,Marina Kaye,2016,0,0,2015-07-07,Pop,English,,,,,,
49024,Frei wie der Wind,Santiano,2012,0,0,2016-08-26,Schlager,Celtic,Folk,German,,,,
30476,Freight Train,Alan Jackson,2010,0,0,2011-05-31,Country,English,,,,,,
29886,Freiheit,Marius Müller-Westernhagen,1990,0,0,2014-07-05,Soft rock,German,,,,,,
42949,Fremde oder freunde,Dieter Thomas Kuhn,1995,0,0,2016-06-05,Schlager,German,,,,,,
55074,Fremder Mann,Marianne Rosenberg,1971,0,0,2018-03-08,Schlager,German,,,,,,
37652,French Cancan (Monsieur Sainte Nitouche),Inna Modja,2011,0,0,2016-06-05,"Pop,Soul,French pop",English,French,,,,,
52455,French Kiss,Black M,2016,0,0,2017-02-27,"French pop,R&B",French,,,,,,
5048,Frère Jacques,Comptine,1700,0,0,2011-05-31,Kids,Traditionnal,French,,,,,
52004,Frérot,Slimane,2016,0,0,2016-12-06,French pop,French,,,,,,
13198,Fresh,Kool And The Gang,1984,0,0,2011-09-22,Disco,Pop,Funk,English,,,,
52196,Fresh Eyes,Andy Grammer,2016,0,0,2017-01-13,Pop,English,,,,,,
42188,Freundschaft,Glasperlenspiel,2012,0,0,2016-06-07,Electro,Pop,Dance,German,,,,
34019,Frida Oum Papa (Beer Barrel Polka),Annie Cordy,1975,0,0,2016-10-21,"French pop,Humour,Musette",French,,,,,,
36604,Friday,Rebecca Black,2011,0,0,2011-05-30,Teen pop,English,,,,,,
36657,Friday (no rap version),Rebecca Black,2011,0,0,2016-02-25,Teen pop,English,,,,,,
53427,Friday At The Dance,Michael English,2015,0,0,2017-07-27,Celtic,Country,English,,,,,
32503,Friday I'll Be Over U,Allison Iraheta,2009,0,0,2011-05-31,Pop,Rock,English,,,,,
13850,Friday I'm In Love,The Cure,1992,0,0,2012-05-11,Rock,Alternative,English,,,,,
38916,Friday Night,Lady Antebellum,2011,0,0,2012-07-22,Country,English,,,,,,
30807,Friday On My Mind,The Easybeats,1967,0,0,2011-11-30,Rock,English,,,,,,
47699,Friend Like Me,Aladdin (Musical),2011,0,0,2016-02-22,Musical,Kids,English,,,,,
55256,Friends,Anne-Marie,2018,0,1,2018-04-03,Pop,Electro,English,,,,,
53985,Friends,Justin Bieber,2017,0,0,2017-09-22,Pop,Electro,English,,,,,
6450,Friends,Michael W. Smith,1987,0,0,2011-05-31,Soft rock,English,,,,,,
9452,Friends,Bette Midler,1972,0,0,2011-11-19,Pop,Rock,English,,,,,
42829,Friends,Blake Shelton,2016,0,0,2016-08-12,"TV & movie soundtrack,Country,Pop",English,,,,,,
40365,Friends,Aura Dione,2012,0,0,2012-08-02,Pop,English,,,,,,
33148,Friends and Lovers,Carl Anderson,1986,1,0,2013-11-29,Love,Duet,Pop,English,,,,
55934,Friends Don't,Maddie & Tae,2018,0,0,2018-08-27,Pop,Country,English,,,,,
7125,Friends In Low Places,Garth Brooks,1990,0,0,2007-05-31,Country,English,,,,,,
19169,Friends in Low Places (Live Version),Garth Brooks,1992,0,0,2016-09-20,Country,Folk,English,,,,,
7561,Friends Never Say Goodbye,The Road to El Dorado,2000,0,0,2012-06-28,"Pop,Rock,TV & movie soundtrack",English,,,,,,
23743,Friends Will Be Friends,Queen,1986,0,0,2011-05-30,Rock,English,,,,,,
54843,Friendship,Chris Stapleton,2017,0,0,2018-01-16,Country,Blues,Rock,English,,,,
43250,Fright Song,Monster High,2010,0,0,2016-02-25,"TV & movie soundtrack,Teen pop",English,,,,,,
54702,Frische Luft,Wincent Weiss,2017,0,0,2018-01-08,Pop,German,,,,,,
30922,Frisky,Tinie Tempah,2010,0,0,2016-02-25,Electro,Rap,English,,,,,
54536,Fröhliche Weihnacht überall,Helene Fischer,2016,0,0,2017-12-05,Christmas,Schlager,German,,,,,
6101,From A Distance,Bette Midler,1990,0,0,2007-08-01,"Soft rock,Pop,Christian",English,,,,,,
48534,From A Jack To A King,Ricky Van Shelton,1988,0,0,2015-02-10,Country,English,,,,,,
10864,From A Jack To A King,Elvis Presley,1970,0,0,2014-10-07,"Oldies,Rock 'n Roll,Pop",English,,,,,,
24725,From A Lover To A Friend,Paul McCartney,2001,0,0,2011-05-30,Soft rock,English,,,,,,
35838,From A Table Away,Sunny Sweeney,2010,0,0,2011-05-31,Country,English,,,,,,
48640,From Eden,Hozier,2014,0,0,2015-02-25,Rock,Alternative,Soul,English,,,,
48161,From Here To The Moon And Back,Dolly Parton,2012,0,0,2015-04-01,"Love,Folk,TV & movie soundtrack",English,,,,,,
10479,From Me To You,The Beatles,1963,0,0,2012-01-25,"Rock 'n Roll,Pop",English,,,,,,
54925,From Now On,The Greatest Showman,2017,0,0,2018-01-18,"TV & movie soundtrack,Musical",English,,,,,,
44133,From Now On,Supertramp,1977,0,0,2013-07-01,"Pop,Soft rock",English,,,,,,
6778,From Paris To Berlin,Infernal,2005,0,0,2011-05-31,Dance,English,,,,,,
29621,From Russia With Love,Matt Monro,1965,0,0,2011-05-31,"TV & movie soundtrack,Pop,World/Folk",English,,,,,,
21183,From Sarah With Love,Sarah Connor,2001,0,0,2016-02-25,Pop,Love,English,,,,,
53006,From the Beginning,"Emerson, Lake & Palmer",1972,0,0,2017-06-12,Alternative,Rock,English,,,,,
8909,From The Bottom Of My Broken Heart,Britney Spears,1999,0,0,2012-03-05,Teen pop,English,,,,,,
43997,From The Bottom Of My Heart,Stevie Wonder,2005,0,0,2013-06-07,Pop,R&B,Soul,English,,,,
51412,From the Ground Up,Dan + Shay,2016,0,0,2016-07-22,Pop,Rock,Country,English,,,,
53917,From the Ritz to the Rubble,Arctic Monkeys,2005,0,0,2018-04-05,Alternative,Rock,Punk/Grunge,English,,,,
40089,From This Moment On,Shania Twain,1998,0,0,2016-03-21,Pop,Country,English,,,,,
10017,From This Moment On,Frank Sinatra,1957,0,0,2017-05-31,Jazz,English,,,,,,
40802,From This Moment On (Dance Remix),Shania Twain,1998,0,0,2016-06-05,Dance,Pop,English,,,,,
9675,From This Moment On (duet),Shania Twain,1998,1,0,2016-03-25,Love,Country,Duet,English,,,,
33888,Frontin',Jamie Cullum,2004,0,0,2011-11-25,Jazz,Pop,English,,,,,
54162,Frosty the Snowman,Ella Fitzgerald,1960,0,0,2017-10-17,Pop,Christmas,English,,,,,
39281,Frosty The Snowman,Jazz Standards,1951,0,0,2012-01-16,Christmas,Jazz,English,,,,,
31715,Frosty The Snowman,The Ronettes,1963,0,0,2011-10-04,Christmas,Oldies,English,,,,,
38588,Frosty The Snowman,Michael Bublé,2011,0,0,2011-11-25,Christmas,Jazz,English,,,,,
35159,Frosty the Snowman,Jazzy Christmas,1951,0,0,2011-05-31,Christmas,Oldies,English,,,,,
50062,Frosty The Snowman,Red Foley,1950,0,0,2016-01-18,Christmas,Oldies,English,,,,,
46755,Frou frou,Lisa Angell,2014,0,0,2014-05-28,"French pop,Oldies,Latin",French,,,,,,
34889,Frou-frou,Berthe Sylva,1930,0,0,2014-05-28,"Oldies,French pop",French,,,,,,
30669,Frozen,Within Temptation,2007,0,0,2011-05-30,Hard/Metal,English,,,,,,
47465,Frozen Heart,Frozen,2013,0,0,2015-01-23,"TV & movie soundtrack,Musical",English,,,,,,
32013,Frozen Orange Juice,Peter Sarstedt,1969,0,0,2017-12-08,Pop,English,,,,,,
13179,Fruit de la passion,Francky Vincent,1994,0,0,2014-12-24,"Zouk/Creole,French pop",French,,,,,,
45603,FU,Miley Cyrus,2013,0,0,2013-12-08,"Pop,Electro,Teen pop",English,,,,,,
35690,Fu-Gee-La,The Fugees,1996,0,0,2013-12-04,Rap,Pop,English,,,,,
54383,Fuck Christmas,Eric Idle,2006,0,1,2017-10-26,Christmas,Humour,English,,,,,
48264,Fuck Forever,Babyshambles,2005,0,1,2014-12-30,Alternative,Rock,English,,,,,
54868,Fuck Her Gently,Tenacious D,2001,0,1,2018-01-19,Humour,Love,Rock,English,,,,
31866,Fuck Me Pumps,Amy Winehouse,2004,0,1,2011-08-08,Soul,R&B,English,,,,,
38911,Fuck Tha Police,NWA,1988,0,1,2012-01-11,Rap,English,,,,,,
22867,Fuck You,Lily Allen,2009,0,1,2011-05-30,Pop,English,,,,,,
21914,Fucking Hostile,Pantera,1992,0,1,2016-12-02,Hard/Metal,English,,,,,,
55684,Fuego,Eleni Foureira,2018,0,0,2018-07-02,Pop,English,,,,,,
52381,Fuego,Juanes,2016,0,0,2017-02-14,Pop,Latin,Spanish,,,,,
28718,Fuir le bonheur de peur qu'il ne se sauve,Jane Birkin,1983,0,0,2013-10-08,French pop,French,,,,,,
40521,Fuiste tú,Ricardo Arjona,2012,1,0,2016-03-31,Pop,Duet,Latin,Spanish,,,,
47038,Full Circle,Half Moon Run,2012,0,0,2016-02-25,Folk,Alternative,English,,,,,
20712,Full Circle,Miley Cyrus,2008,0,0,2011-05-30,"Teen pop,Rock",English,,,,,,
42822,Full Moon,Karen Souza,2012,0,0,2013-04-02,Jazz,English,,,,,,
41028,Full Time Job,Gretchen Wilson,2005,0,0,2014-09-12,Country,English,,,,,,
15770,Fully Alive,Flyleaf,2005,0,0,2013-07-01,Hard/Metal,English,,,,,,
49385,Fun,Pitbull,2014,0,0,2015-08-03,Pop,Electro,Rap,English,,,,
15058,"Fun, Fun, Fun",The Beach Boys,1964,0,0,2011-12-14,Rock,Pop,English,,,,,
45611,"Fun, Fun, Fun",Status Quo,1996,0,0,2013-12-11,Rock,Pop,English,,,,,
48558,Funeral for a Friend/Love Lies Bleeding,Elton John,1973,0,0,2015-03-24,Alternative,Rock,Pop,English,,,,
23813,Funhouse,Pink,2008,0,0,2011-05-30,Pop,Funk,English,,,,,
38808,Funiculi Funicula,Frédéric François,1995,0,0,2012-01-12,Pop,Italian,,,,,,
51496,Funk #49,James Gang,1970,0,0,2016-07-13,Rock,English,,,,,,
35943,Funkdafied,Da Brat,1994,0,0,2013-12-03,R&B,English,,,,,,
35910,Funkelperlenaugen,Pur,1988,0,0,2012-12-12,"Pop,Soft rock",German,,,,,,
54908,Funky Cold Medina,Tone Lōc,1989,0,0,2018-02-09,Rap,English,,,,,,
13629,Funky Cold Medina,The ZZ-Bros,1999,0,0,2011-05-31,Dance,Rap,English,,,,,
35781,Funky Melody,Stevie B,1995,0,0,2012-03-27,Pop,80s,English,,,,,
24866,Funky Nassau,Blues Brothers 2000,1998,0,0,2013-09-12,"Funk,TV & movie soundtrack,Blues",English,,,,,,
24240,Funky Town,Alvin and the Chipmunks,2007,0,0,2011-05-31,"Kids,TV & movie soundtrack,Disco",English,,,,,,
7653,Funkytown,"Lipps, Inc.",1980,0,0,2007-05-04,Disco,Funk,English,,,,,
44859,Funkytown,Pseudo Echo,1985,0,0,2013-09-05,80s,English,,,,,,
15593,Funny Face,Donna Fargo,1972,0,0,2011-09-23,Love,Country,English,,,,,
31808,Funny Familiar Forgotten Feelings,Tom Jones,1967,0,0,2018-04-16,"Oldies,Soft rock",English,,,,,,
25824,Funny Funny,Sweet,1971,0,0,2011-05-30,Pop,Rock,English,,,,,
32781,Funny Girl,Glee,2009,0,0,2011-05-30,"TV & movie soundtrack,Musical",English,,,,,,
8716,Funny Honey,Chicago (The Musical),1975,0,0,2011-05-31,Musical,English,,,,,,
17009,Funny How Time Slips Away,Willie Nelson,1962,0,0,2017-08-22,Country,English,,,,,,
25497,Funny How Time Slips Away,Jimmy Elledge,1961,0,0,2012-05-25,Country,English,,,,,,
10865,Funny How Time Slips Away,Elvis Presley,1971,0,0,2018-02-28,Country,Blues,English,,,,,
51020,Funny How Time Slips Away (Live),Elvis Presley,1972,0,0,2016-04-20,Pop,Rock,Blues,English,,,,
23808,Funny Little Bunny (With The Powder Puff Tail),Easter songs,2001,0,0,2011-05-31,Kids,English,,,,,,
26191,Funny Way Of Laughin',Burl Ives,1962,0,0,2011-12-10,Pop,Oldies,English,,,,,
20967,Fuoco nel fuoco,Eros Ramazzotti,2000,0,0,2014-06-28,Pop,Italian,,,,,,
16713,Für Dich,Yvonne Catterfeld,2003,0,0,2015-08-04,Schlager,Love,German,,,,,
43481,Für dich,Vanessa Mai,2016,0,0,2016-08-31,Schlager,Dance,German,,,,,
55567,Für die Ewigkeit,Mickie Krause,2018,0,0,2018-05-24,Schlager,Dance,German,,,,,
55141,Für die iwigkeit,De Räuber,2017,0,0,2018-03-01,Rock,Schlager,German,,,,,
38990,Für einen Tag,Helene Fischer,2011,0,0,2016-02-12,Schlager,Pop,German,,,,,
41137,Für einen Tag,Jürgen Drews,2012,0,0,2016-08-26,Schlager,German,,,,,,
39790,Für Gabi tu ich alles,Tommy Ton,2008,0,0,2016-04-26,Schlager,German,,,,,,
35976,Für Immer,Doro Pesch,1987,0,0,2011-11-09,Soft rock,German,,,,,,
35906,Für immer,Unheilig,2010,0,0,2012-05-09,Rock,Alternative,German,,,,,
49817,Für immer ab jetzt,Johannes Oerding,2015,0,0,2016-10-11,Pop,Soul,German,,,,,
53509,Für immer jung,DJ Ötzi,2017,0,0,2017-07-27,Schlager,Dance,German,,,,,
32502,Für immer und Dich,Rio Reiser,2001,0,0,2016-06-05,"Soft rock,Love",German,,,,,,
33501,Für Mich Soll's Rote Rosen Regnen,Hildegard Knef,1968,0,0,2012-09-02,Musical,Oldies,Pop,German,,,,
19315,Für Mich Solls Rote Rosen Regnen,Extrabreit,1992,0,0,2013-12-03,Rock,German,,,,,,
35171,Furry Walls,Infant Sorrow,2010,0,0,2011-05-31,"Rock,TV & movie soundtrack",English,,,,,,
22503,Fürstenfeld,STS,1984,0,0,2016-06-04,Schlager,German,,,,,,
43367,Further On Up The Road,Eric Clapton,1975,0,0,2013-04-25,"Blues,TV & movie soundtrack",English,,,,,,
34010,G.H.E.T.T.O.U.T.,Changing Faces,1997,0,0,2013-11-29,R&B,English,,,,,,
10843,G.I. Blues,Elvis Presley,1960,0,0,2015-07-24,"Blues,Rock 'n Roll,Oldies",English,,,,,,
23917,G.N.O. Girl's Night Out,Hannah Montana,2007,0,0,2011-08-10,"Teen pop,Rock,Musical,TV & movie soundtrack",English,,,,,,
45969,G.U.Y.,Lady Gaga,2013,0,0,2014-01-26,Pop,Electro,Dance,English,,,,
47170,Ga Ga,Melanie C,1999,0,0,2014-07-16,"Pop,Rock,TV & movie soundtrack",English,,,,,,
54898,Ga maar terug naar je eigen land,John De Bever,2017,0,0,2018-01-26,Schlager,Dutch,,,,,,
46410,Ga met me mee,Rudy de Wit,2013,0,0,2014-05-20,Schlager,Dutch,,,,,,
48789,Gäb es nur noch dieses Lied für mich,Udo Jürgens,2006,0,0,2015-05-14,Schlager,German,,,,,,
26332,Gabriel,Suzy K,2004,0,0,2013-04-17,Pop,English,,,,,,
8165,Gabrielle,Johnny Hallyday,1976,0,0,2011-10-11,French pop,French,,,,,,
54999,Gabrielle,On a tous quelque chose de Johnny,2017,0,0,2018-02-13,French pop,French,,,,,,
47131,Gabrielle (Live Born Rocker Tour),Johnny Hallyday,2013,0,0,2014-10-11,"French pop,Rock 'n Roll",French,,,,,,
31900,Gabrielle (Live Tour Eiffel 2000),Johnny Hallyday,2000,0,0,2011-11-16,French pop,French,,,,,,
25464,Gabrielle (Stade de France 2009),Johnny Hallyday,2009,0,0,2011-11-09,French pop,French,,,,,,
38687,Gaby Oh Gaby,BB Brunes,2011,0,0,2011-11-19,"French pop,Rock",French,,,,,,
20346,"Gaby, oh Gaby",Alain Bashung,1980,0,0,2011-07-02,French pop,French,,,,,,
44951,Gallery,Mario Vazquez,2006,0,0,2013-11-07,R&B,Soul,Rap,English,,,,
53441,Galvanize,The Chemical Brothers,2004,0,0,2017-11-10,Rap,Electro,English,,,,,
15933,Galveston,Glen Campbell,1969,0,0,2014-12-30,Country,English,,,,,,
52822,Galway Girl,Ed Sheeran,2017,0,0,2017-04-13,Pop,Folk,Celtic,English,,,,
24612,Galway Girl,Steve Earle,2008,0,0,2011-05-31,Folk,Celtic,English,,,,,
48741,Galway Girl,Mike Denver,2009,0,0,2015-04-16,Country,English,,,,,,
12795,Galway Girl,Mundy,2004,0,0,2008-01-22,Folk,Celtic,English,,,,,
44849,Galway To Graceland,Derek Ryan,2012,0,0,2013-11-22,Celtic,Country,English,,,,,
35955,Gambling Man,The Overtones,2010,0,0,2012-07-21,Oldies,Pop,English,,,,,
24682,Game Over,VV Brown,2009,0,0,2012-02-13,Funk,Soul,English,,,,,
49930,Games,Luke Bryan,2015,0,0,2015-11-24,Rock,Country,English,,,,,
21590,Games,Jonas Brothers,2007,0,0,2012-05-25,Teen pop,English,,,,,,
42736,Games People Play,Nathan Carter,2009,0,0,2013-03-25,Celtic,Country,English,,,,,
24443,Games People Play,Inner Circle,1994,0,0,2011-05-31,Reggae,English,,,,,,
55571,Games People Play,Don Williams,1995,0,0,2018-06-11,Country,English,,,,,,
38243,Games People Play,Tom Jones,1969,1,0,2018-09-04,Pop,Rock,Duet,English,,,,
39396,Games People Play,The Alan Parsons Project,1980,0,0,2012-04-20,Rock,Alternative,English,,,,,
44532,Gamine,Zaz,2013,0,0,2014-10-06,French pop,French,,,,,,
37304,Gang Of Lust,Infant Sorrow,2010,0,1,2011-11-16,"Rock,Alternative,TV & movie soundtrack",English,,,,,,
41717,Gangnam Style (강남 스타일),PSY,2012,0,0,2012-12-17,Dance,Electro,Pop,Rap,Other,,,
30758,Gangsta,Bell Biv DeVoe,1992,0,0,2012-03-26,R&B,English,,,,,,
33548,Gangsta Lean,DRS,1993,0,0,2013-11-09,Soul,English,,,,,,
12656,Gangsta's Paradise,Coolio,1995,0,0,2011-05-31,"Rap,TV & movie soundtrack",English,,,,,,
49057,Gangsta's Paradise,Postmodern Jukebox,2015,0,0,2015-06-18,Jazz,English,,,,,,
25244,Gangsters And Thugs,The Transplants,2005,0,0,2012-02-07,Punk/Grunge,Rock,English,,,,,
55339,Ganz großes Kino,Yvonne Catterfeld,2013,0,0,2018-05-14,Pop,German,,,,,,
26954,Ganz in Weiß,Roy Black,1968,0,0,2011-07-19,Love,German,,,,,,
19494,Ganz Oder Gar Nicht,Wolfgang Petry,1991,0,0,2018-04-24,Schlager,Rock,German,,,,,
37851,Ganz und gar,Marius Müller-Westernhagen,1987,0,0,2013-03-07,Soft rock,German,,,,,,
38830,Garbage Truck,Sex Bob-omb,2010,0,0,2013-07-30,"Alternative,TV & movie soundtrack,Rock",English,,,,,,
31314,Garde-la,Sébastien El Chato,1990,0,0,2016-06-05,French pop,French,,,,,,
30817,Garde-moi la dernière danse,Eddy Mitchell,2009,0,0,2011-05-31,"Rock 'n Roll,French pop",French,,,,,,
41515,Garden Grove,Sublime,1996,0,1,2012-09-15,Alternative,Rock,Ska,Punk/Grunge,English,,,
18822,Garden Party,Ricky Nelson,1972,0,0,2011-10-16,"Rock,Rock 'n Roll,Country",English,,,,,,
