,title,artist,,,,,,,,,,,,
45775,King Of Anything (Strings Version),Sara Bareilles,2010,0,0,2014-01-11,"Alternative,Pop,Soft rock",English,,,,,,
24296,King Of Broken Hearts,Lee Ann Womack,2008,0,0,2012-03-05,Country,English,,,,,,
27368,King of My Life,T-Bone,2002,0,0,2013-12-07,Christian,Rap,English,,,,,
11475,King Of Pain,The Police,1983,0,0,2013-04-02,Rock,Pop,English,,,,,
6607,King Of The Road,Roger Miller,1965,0,0,2011-11-23,Country,English,,,,,,
36028,King Of The Road,Dean Martin,1968,0,0,2011-08-05,Oldies,Jazz,English,,,,,
55947,King of the Road,The Proclaimers,1990,0,0,2018-08-29,Country,English,,,,,,
10191,King Of The Road,Randy Travis,1996,0,0,2016-06-06,Country,English,,,,,,
13091,King of Wishful Thinking,Go West,1990,0,0,2016-08-25,"Pop,80s,TV & movie soundtrack",English,,,,,,
9817,King Tut,Steve Martin,1978,0,0,2007-05-04,Disco,English,,,,,,
29807,King Tut,Children's Chorus,1978,0,0,2012-01-11,Kids,English,,,,,,
41444,Kingdom Of Rain,The The,1989,0,0,2012-09-19,Alternative,Rock,English,,,,,
47447,Kings,The Pierces,2014,0,0,2016-02-25,80s,Pop,English,,,,,
5409,Kingston Town,UB40,1989,0,0,2011-05-30,Reggae,English,,,,,,
14087,Kinky Afro,Happy Mondays,1990,0,0,2011-09-19,Rock,English,,,,,,
21832,Kirje (Strah me da te volim),Janne Hurme,2008,0,0,2012-04-04,Soft rock,Finnish,,,,,,
22687,Kiss A Girl,Keith Urban,2009,0,0,2011-05-30,Country,Pop,Rock,English,,,,
15308,Kiss An Angel Good Mornin',Charley Pride,1971,0,0,2015-05-20,Country,Folk,English,,,,,
7522,Kiss And Say Goodbye,The Manhattans,1976,0,0,2011-05-31,Love,Oldies,English,,,,,
5503,Kiss And Say Goodbye,UB40,2005,0,0,2014-11-14,Reggae,Pop,English,,,,,
41506,Kiss and Tell,Bryan Ferry,1988,0,0,2012-09-17,Pop,Rock,80s,English,,,,
10816,Kiss From A Rose,Seal,1992,0,0,2007-06-04,Soft rock,English,,,,,,
51797,Kiss from a Rose (Acoustic),Seal,2004,0,0,2016-10-18,Rock,Pop,English,,,,,
6910,Kiss Him Goodbye,The Nylons,1987,0,0,2018-07-05,Pop,Rock,English,,,,,
29057,Kiss Kiss,Stella Soleil,2001,0,0,2012-03-05,Oriental,Pop,English,,,,,
14526,Kiss Kiss,Holly Valance,2002,0,0,2011-05-31,"Pop,Teen pop,Dance,R&B",English,,,,,,
9345,Kiss Me,Sixpence None the Richer,1997,0,0,2007-05-04,"Pop,Rock,TV & movie soundtrack",English,,,,,,
8104,Kiss Me,C. Jérôme,1971,0,0,2011-05-30,"French pop,Folk",French,English,,,,,
38813,Kiss Me,Ed Sheeran,2011,0,0,2012-07-31,Folk,Alternative,Soul,English,,,,
50190,Kiss Me,Olly Murs,2014,0,0,2016-03-30,Pop,Electro,English,,,,,
18682,Kiss Me Deadly,Lita Ford,1988,0,0,2014-11-21,Hard/Metal,Rock,English,,,,,
10267,Kiss Me Goodbye,Petula Clark,1968,0,0,2016-04-14,Pop,Oldies,English,,,,,
44661,Kiss Me Mary,Derek Ryan,2011,0,0,2013-09-19,Country,Celtic,English,,,,,
10891,Kiss Me Quick,Elvis Presley,1962,0,0,2012-10-15,Rock 'n Roll,English,,,,,,
55315,Kiss Me Quick,Nathan Sykes,2015,0,0,2018-07-18,Pop,R&B,English,,,,,
32210,"Kiss Me, Honey Honey, Kiss Me",Shirley Bassey,1959,0,0,2011-05-30,Pop,Oldies,Classical,English,,,,
34939,"Kiss Me, I'm Shitfaced",Dropkick Murphys,2003,0,1,2011-05-31,Punk/Grunge,Celtic,Folk,English,,,,
38130,Kiss My Country Ass,Blake Shelton,2011,0,0,2013-06-10,Country,English,,,,,,
31080,Kiss on My List,Hall & Oates,1981,0,0,2011-10-29,Pop,Soul,80s,English,,,,
55563,Kiss Somebody,Morgan Evans,2017,0,0,2018-06-06,Country,English,,,,,,
32969,Kiss The Bride,Elton John,1983,0,0,2015-09-10,Pop,Rock,English,,,,,
13133,Kiss The Bride,Christophe Willem,2007,0,0,2016-02-25,Pop,Dance,English,,,,,
27546,Kiss The Girl,The Little Mermaid,1989,0,0,2015-04-22,"Pop,TV & movie soundtrack",English,,,,,,
20649,Kiss The Girl,Colbie Caillat,2008,0,0,2015-03-31,"Pop,TV & movie soundtrack",English,,,,,,
51806,Kiss the Sky,Jason Derulo,2016,0,0,2016-11-14,Pop,Funk,English,,,,,
38975,Kiss The Stars,Pixie Lott,2011,0,0,2016-02-25,Pop,Dance,English,,,,,
7477,Kiss This,Aaron Tippin,2000,0,0,2014-03-05,Country,English,,,,,,
51684,Kiss This,The Struts,2014,0,0,2016-09-20,Rock,English,,,,,,
42107,Kiss Tomorrow Goodbye,Luke Bryan,2012,0,0,2012-12-22,Country,English,,,,,,
46093,Kiss With A Fist,Florence + The Machine,2008,0,0,2014-05-06,Rock,Alternative,Punk/Grunge,English,,,,
42387,Kiss You,One Direction,2012,0,0,2013-01-21,"Teen pop,Pop",English,,,,,,
30713,Kiss You All Over,Exile,1978,0,1,2012-01-04,Pop,Rock,English,,,,,
44738,Kiss You Inside Out,Hedley,2011,0,0,2013-09-10,Pop,Rock,English,,,,,
43834,Kisses Down Low,Kelly Rowland,2013,0,0,2016-02-25,R&B,English,,,,,,
47456,Kisses For Breakfast,Melissa Steel,2014,1,0,2016-03-30,Pop,R&B,Duet,English,,,,
34023,Kisses In The Moonlight,George Benson,1986,0,0,2011-05-31,Soul,Funk,Love,English,,,,
16312,Kisses Sweeter Than Wine,Jimmie Rodgers,1957,0,0,2016-06-09,Pop,Country,English,,,,,
31687,Kissin' In The Back Row Of The Movies,The Drifters,1974,0,0,2011-12-22,Soul,English,,,,,,
30426,Kissin' U,Miranda Cosgrove,2010,0,0,2011-05-30,Teen pop,English,,,,,,
13045,Kissing a Fool,George Michael,1987,0,0,2011-11-30,Love,Jazz,English,,,,,
21653,Kissing A Fool,Michael Bublé,2003,0,0,2011-05-31,Jazz,English,,,,,,
51646,Kissing My Love,Bill Withers,1973,0,0,2016-09-17,Funk,Soul,English,,,,,
53137,Kissing Strangers,DNCE,2017,0,1,2017-06-13,Pop,English,,,,,,
18779,Kissing You,Des'ree,1996,0,0,2008-07-21,"TV & movie soundtrack,Love",English,,,,,,
53259,Kiwi,Harry Styles,2017,0,0,2017-06-15,Rock,Alternative,English,,,,,
43319,Kleine Cafe Aan De Haven,Het Feestteam,2009,0,0,2013-05-31,Schlager,Dutch,,,,,,
42892,Kleine Jongen,Trijntje Oosterhuis,2008,1,0,2013-04-25,Pop,Duet,Dutch,,,,,
53174,Kleine Rakete,Kerstin Ott,2016,0,0,2017-10-11,Dance,Pop,German,,,,,
20120,Kleine Seen,Purple Schulz,1985,0,0,2017-07-11,80s,German,,,,,,
24461,Kling Klang,Keimzeit,1993,0,0,2014-12-23,Rock,Pop,German,,,,,
34969,Knee Deep,Zac Brown Band,2010,0,0,2011-05-30,Country,English,,,,,,
46562,Knee Deep In My Heart,Shane Filan,2013,0,0,2014-04-24,Pop,Folk,English,,,,,
25863,Knife,Rockwell,1984,0,0,2011-05-31,"Love,Soul,Soft rock",English,,,,,,
40392,Knock Knock,Jack Savoretti,2012,0,0,2013-03-06,Pop,Rock,Folk,English,,,,
20939,Knock On Wood,Eddie Floyd,1967,0,0,2012-05-10,Soul,English,,,,,,
13659,Knock on Wood,Amii Stewart,1979,0,0,2011-05-31,Disco,English,,,,,,
21892,Knock On Wood,Seal,2008,0,0,2011-05-31,Soul,English,,,,,,
24297,Knock On Wood,Eric Clapton,1985,0,0,2012-02-13,Soul,English,,,,,,
42574,Knock On Wood,Rachel Stevens,2004,0,0,2013-01-14,Electro,Pop,Dance,English,,,,
10288,Knock Three Times,Tony Orlando And Dawn,1971,0,0,2011-11-28,Pop,English,,,,,,
23017,Knock You Down,Keri Hilson,2009,0,0,2013-07-24,R&B,Pop,English,,,,,
47457,Knock You Out,Bingo Players,2014,0,0,2016-02-25,Dance,Electro,English,,,,,
42300,Knocked Out,Trijntje Oosterhuis,2012,0,0,2012-12-23,Pop,Soul,English,,,,,
24298,Knockin' Boots,Candyman,1991,0,0,2013-12-07,R&B,Rap,English,,,,,
55304,Knockin' Da Boots,H-Town,1993,0,0,2018-05-10,R&B,Rap,English,,,,,
13636,Knockin' On Heaven's Door,Guns N' Roses,1992,0,0,2011-09-09,Rock,English,,,,,,
6510,Knockin' On Heaven's Door,Bob Dylan,1974,0,0,2007-05-04,Rock,English,,,,,,
29870,Knockin' On Heaven's Door,Eric Clapton,1975,0,0,2011-05-30,Rock,Reggae,Blues,English,,,,
31369,Knockin' On Heaven's Door,Avril Lavigne,2003,0,0,2012-02-14,Folk,English,,,,,,
41224,Knockin' On Heaven's Door,Randy Crawford,1989,0,0,2012-11-06,Soul,Pop,English,,,,,
55640,Knocking at Your Back Door,Deep Purple,1984,0,0,2018-06-19,Hard/Metal,Rock,English,,,,,
24817,Knocks Me Off My Feet,Stevie Wonder,1976,0,0,2011-12-30,Soul,English,,,,,,
53651,Know No Better,Major Lazer,2017,0,0,2017-09-04,Pop,Electro,English,,,,,
53139,Know Who You Are,Moana,2016,0,0,2017-06-02,"TV & movie soundtrack,Kids",English,,,,,,
56072,"Knowing Me, Knowing You",Mamma Mia! Here We Go Again,2018,0,0,2018-09-03,"TV & movie soundtrack,Musical,Pop",English,,,,,,
9162,"Knowing Me, Knowing You",ABBA,1977,0,0,2015-12-30,Pop,Disco,English,,,,,
54649,Kogong,Mark Forster,2017,0,0,2017-12-26,Pop,German,,,,,,
19269,Kokomo,The Beach Boys,1988,0,0,2011-05-31,"Pop,TV & movie soundtrack",English,,,,,,
13278,Kolé séré,Philippe Lavil,1987,1,0,2016-02-25,"Zouk/Creole,French pop,Duet",French,Creole,,,,,
44545,Kolé séré,Tropical Family,2013,1,0,2016-02-25,"Zouk/Creole,French pop,Duet",French,Creole,,,,,
49574,Kölsche Jung,Brings,2014,0,0,2016-08-21,Schlager,Rock,German,,,,,
34033,Kom,3JS,2007,0,0,2012-07-05,Pop,Schlager,Dutch,,,,,
45384,Kom Eens Dichterbij,Gordon,2013,0,0,2013-12-11,Schlager,Dutch,,,,,,
21515,Kom maar bij mij,Marco Borsato,1995,0,0,2011-05-30,"Love,Soft rock",Dutch,,,,,,
37844,Kom van dat dak af,Peter Koelewijn,1959,0,0,2011-12-01,"Rock 'n Roll,Oldies",Dutch,,,,,,
53073,Komm nach Berlin,Tanja Lasch,2017,0,0,2017-07-04,Schlager,Dance,German,,,,,
38427,Komm Tanz Mit Mir,Amigos,2008,0,0,2016-02-28,Schlager,German,,,,,,
40483,Komm und tanz ein letztes mal mit mir,Claudia Jung,1994,0,0,2016-06-05,Schlager,German,,,,,,
51191,"Komm, ich mach das schon",Ireen Sheer,1993,0,0,2016-06-16,Schlager,German,,,,,,
39824,Komm' unter meine Decke,Gunter Gabriel,1975,0,0,2013-06-07,Schlager,Country,German,,,,,
49735,Kommst du mit ihr,Sarah Connor,2016,0,0,2016-10-13,Pop,German,,,,,,
29270,Kompromisse,Roger Cicero,2007,0,0,2013-05-08,Jazz,German,,,,,,
26713,Kon ik maar even bij je zijn,Gordon,1992,0,0,2016-08-25,Schlager,Love,Dutch,,,,,
44723,Kon Ik Maar Even Bij Je Zijn,Het Feestteam,2004,0,0,2016-08-25,Schlager,Dance,Dutch,,,,,
21126,Koneeseen Kadonnut,Apulanta,2006,0,0,2012-04-10,Hard/Metal,Rock,Finnish,,,,,
38424,König der Herzen,Helene Fischer,2008,0,0,2016-02-28,Schlager,German,,,,,,
55533,Königlich,Marie Wegener,2018,0,0,2018-06-12,Pop,German,,,,,,
49873,Konik na biegunach,Urszula,1996,0,0,2016-06-22,Hard/Metal,Rock,Polish,,,,,
46799,Kop in het zand,Nielson,2014,0,0,2014-10-24,Schlager,Dutch,,,,,,
44643,Kornblumen,Jürgen Drews,2013,0,0,2013-09-10,Schlager,German,,,,,,
21835,Kotiviini,Anna Hanski,2003,1,0,2013-12-03,"Duet,Soft rock",Finnish,,,,,,
54030,Kreise,Johannes Oerding,2017,0,0,2017-10-05,Pop,Rock,German,,,,,
48442,Kreuzworträtsel,Achim Reichel,1989,0,0,2016-07-22,Pop,Rock,Schlager,German,,,,
19407,Kribbeln Im Bauch,Pe Werner,1991,0,0,2015-04-24,"Pop,Soft rock",German,,,,,,
26957,Kriminaltango,Hazy Osterwald Sextett,1959,0,0,2012-05-22,Humour,Jazz,Pop,German,,,,
19504,Kristallnaach,BAP,1982,0,0,2017-11-03,Rock,German,,,,,,
24542,Kristofferson,Tim McGraw,2008,0,0,2012-03-07,"Soft rock,Country",English,,,,,,
37257,Kronenburg Park,Frank Boeijen,1985,0,0,2012-06-01,Pop,Rock,Dutch,,,,,
7383,Kryptonite,3 Doors Down,2000,0,0,2008-03-21,Rock,English,,,,,,
40119,Kryptonite,Mario,2007,0,0,2016-02-25,R&B,English,,,,,,
9120,KU-U-I-PO,Elvis Presley,1961,0,0,2018-05-17,"Pop,Love,TV & movie soundtrack",English,,,,,,
28736,Kumbaya,1930s Standards,1931,0,0,2012-04-03,Christian,Oldies,English,,,,,
21839,Kun Kuuntelen Tomppaa,Paula Koivuniemi,1995,0,0,2012-02-22,Pop,Rock,Finnish,,,,,
12671,Kung Fu Fighting,Carl Douglas,1974,0,0,2011-05-31,Pop,Funk,English,,,,,
38421,Kuschel dich in meine arme,Vikinger,2000,0,0,2016-02-28,Schlager,German,,,,,,
35902,"Küss mich, halt mich, lieb mich",Ella Endlich,2009,0,0,2016-06-04,Pop,Love,German,,,,,
43921,Küssen kann man nicht alleine,Max Raabe,2011,0,0,2016-04-05,Schlager,German,,,,,,
49629,Küssen verboten / Alles mit'm Mund,Yvonne Catterfeld,2015,0,0,2017-06-08,Schlager,Jazz,German,,,,,
27640,Kyrie,Mr. Mister,1986,0,0,2011-05-30,Pop,80s,Rock,English,,,,
20125,L-O-V-E,Nat King Cole,1965,0,0,2008-07-24,Jazz,Oldies,English,,,,,
26112,L-O-V-E,Natalie Cole,1991,0,0,2011-05-30,Jazz,English,,,,,,
14633,L-O-V-E,Joss Stone,2007,0,0,2011-05-31,Love,Soul,English,,,,,
52719,L-O-V-E,Olivia Ong,2012,0,0,2017-03-15,Jazz,Latin,Love,English,,,,
54240,L-O-V-E,Gregory Porter,2017,0,0,2017-11-10,Jazz,English,,,,,,
53515,L-O-V-E,Diana Krall,2007,0,0,2017-08-29,Jazz,English,,,,,,
54775,L.A. is My Lady,Frank Sinatra,1984,0,0,2018-01-25,Love,Jazz,Pop,English,,,,
6511,L.A. Woman,The Doors,1971,0,0,2011-11-03,Rock,English,,,,,,
32406,L.A. Woman,Billy Idol,1990,0,0,2017-01-17,Hard/Metal,80s,English,,,,,
48232,L.A.LOVE (La La),Fergie,2014,0,0,2015-01-12,Rap,R&B,English,,,,,
48168,L.A.LOVE (La La) feat. YG,Fergie,2014,0,1,2015-01-12,Rap,R&B,English,,,,,
19923,L.E.S. Artistes,Santogold,2008,0,0,2011-05-30,Rock,Alternative,English,,,,,
36508,L.I.F.E.G.O.E.S.O.N,Noah and the Whale,2011,0,0,2011-10-03,Folk,Alternative,English,,,,,
49748,L.M.A.A.,Yvonne Catterfeld,2015,0,0,2017-10-16,Schlager,Soul,German,,,,,
19932,L.O.V.E.,Michael Bublé,2007,0,0,2008-07-18,Jazz,English,,,,,,
47776,L.O.V.E.,Forever Gentlemen,2014,0,0,2014-11-14,Jazz,Oldies,English,,,,,
36552,L.O.V.E.,Jessie J,2011,0,0,2011-11-20,Rap,R&B,English,,,,,
47617,L'absence,Isabelle Boulay,2014,0,0,2016-06-07,French pop,French,,,,,,
38693,L'absence de ta présence,C-Sheyn,2009,0,0,2016-06-05,French pop,French,,,,,,
35056,L'absent,Gilbert Bécaud,1960,0,0,2012-05-03,French pop,French,,,,,,
55404,L'accident,Juliette Armanet,2017,0,0,2018-05-09,French pop,French,,,,,,
12399,L'accordéoniste,Edith Piaf,1942,0,0,2011-07-18,"Musette,French pop,Oldies",French,,,,,,
44654,L'accordéoniste,Chimène Badi,2005,0,0,2013-09-27,"French pop,Oldies",French,,,,,,
46824,L'accordéoniste,Lisa Angell,2014,0,0,2014-06-17,"Oldies,French pop,Musette",French,,,,,,
28425,L'adversaire,Emmanuel Moire,2009,0,0,2011-06-28,French pop,French,,,,,,
41933,L'agneau,Bénabar,2012,0,0,2016-02-25,French pop,French,,,,,,
31060,L'Air du brésilien,Dario Moreno,1954,0,0,2018-06-08,"Musical,Classical,French pop",French,,,,,,
20993,L'air du vent,Pocahontas,1995,0,0,2015-03-27,"TV & movie soundtrack,French pop",French,,,,,,
45802,L'air du vent,We Love Disney,2013,0,0,2015-03-27,"French pop,TV & movie soundtrack",French,,,,,,
20455,L'Algérie,Serge Lama,1975,0,0,2011-09-19,French pop,French,,,,,,
52087,L'altitude,Jenifer,2016,0,0,2016-12-12,French pop,French,,,,,,
12700,L'âme des poètes,Charles Trenet,1951,0,0,2011-08-29,French pop,French,,,,,,
5990,L'Amérique,Joe Dassin,1970,0,0,2011-06-09,French pop,French,,,,,,
47375,L'Amérique (Yellow River),Il était une fois... Joe Dassin,2011,0,0,2014-10-04,"French pop,Musical",French,,,,,,
29459,L'ami Caouette,Serge Gainsbourg,1975,0,0,2013-10-08,"French pop,Humour",French,,,,,,
22879,L'ami intime,Grégoire,2008,0,0,2011-10-13,French pop,French,,,,,,
22884,L'amitié,Françoise Hardy,1970,0,0,2014-12-23,French pop,French,,,,,,
14552,L'amitié,Les Enfoirés,2008,0,0,2014-12-24,French pop,French,,,,,,
47218,L'amitié,Isabelle Boulay,2009,0,0,2015-04-08,French pop,French,,,,,,
41167,L'amore è femmina,Nina Zilli,2012,0,0,2012-08-23,Soul,Pop,Italian,,,,,
40698,L'amore è un'altra cosa,Arisa,2012,0,0,2016-06-05,Pop,Italian,,,,,,
55173,L'amore esiste,Francesca Michielin,2015,0,0,2018-03-08,Pop,Italian,,,,,,
54685,L'amore mi perseguita,Giusy Ferreri,2017,1,0,2018-01-04,Pop,Duet,Italian,,,,,
28163,L'amore si odia,Noemi,2009,0,0,2012-06-01,Pop,Soul,Italian,,,,,
42085,L'amore vero,Bianca Atzei,2012,0,0,2016-06-05,Pop,Italian,,,,,,
41734,L'amour & Moi,Jenifer,2012,0,0,2014-03-13,French pop,French,,,,,,
12026,L'amour à la française,Fatals Picards,2007,0,0,2015-05-22,"French pop,Rock,Humour",French,,,,,,
26067,L'amour à la machine,Alain Souchon,1993,0,0,2011-05-30,French pop,French,,,,,,
12933,L'amour à la plage,Niagara,1986,0,0,2011-05-31,"French pop,80s",French,,,,,,
13620,L'amour brille sous les étoiles,The Lion King,1994,0,0,2015-04-08,TV & movie soundtrack,French,,,,,,
46116,L'amour brille sous les étoiles,We Love Disney,2013,0,0,2015-04-08,"French pop,TV & movie soundtrack,Kids",French,,,,,,
27146,L'amour c'est comme un jour,Charles Aznavour,1966,0,0,2011-08-06,French pop,French,,,,,,
13131,L'amour c'est comme une cigarette,Sylvie Vartan,1981,0,0,2011-05-30,French pop,French,,,,,,
44901,L'amour ça fait chanter la vie,Jean Vallée,1978,0,0,2014-10-06,French pop,French,,,,,,
30497,L'amour ça fait passer le temps,Marcel Amont,1971,0,0,2011-05-31,French pop,French,,,,,,
44309,L'amour d'une femme,Frank Michael,2013,0,0,2016-06-04,French pop,French,,,,,,
36468,L'amour dans l'âme,Isabelle Boulay,1998,0,0,2014-03-13,French pop,French,,,,,,
25854,L'amour en héritage,Nana Mouskouri,1984,0,0,2014-12-23,French pop,French,,,,,,
53126,L'amour en solitaire,Juliette Armanet,2017,0,0,2017-06-06,French pop,French,,,,,,
37297,L'amour est laid,Guillaume Grand,2010,0,0,2016-06-04,French pop,French,,,,,,
30953,L'amour est mort,Gilbert Bécaud,1980,1,0,2016-01-15,"French pop,Duet",French,,,,,,
20430,L'Amour est un bouquet de violettes,Luis Mariano,1952,0,0,2011-06-28,French pop,French,,,,,,
42617,L'amour est un bouquet de violettes,Roberto Alagna,2005,0,0,2013-02-12,"French pop,Oldies",French,,,,,,
46292,L'amour est un cadeau,Frozen,2013,1,0,2014-03-31,"TV & movie soundtrack,French pop,Duet",French,,,,,,
28489,L'amour est un oiseau rebelle (Habanera),Georges Bizet,1875,0,0,2012-05-15,Classical,French,,,,,,
40445,L'amour et son contraire,"Dracula, L'amour plus fort que la mort",2011,0,0,2016-02-25,"Musical,French pop",French,,,,,,
11605,L'amour fou,Frédéric François,1997,0,0,2016-10-01,French pop,French,,,,,,
39823,L'amour fou,Jenifer,2010,0,0,2016-06-05,"French pop,80s",French,,,,,,
32676,L'amour interdit,Franck Fernandel,1982,0,0,2016-06-05,French pop,French,,,,,,
38972,L'amour me gagne,Christophe Willem,2011,0,0,2016-02-25,"French pop,Dance",French,,,,,,
42760,L'amour nous guidera,The Lion King 2,1998,1,0,2015-04-09,"TV & movie soundtrack,Kids,Duet,Pop",French,,,,,,
37319,L'amour plus fort que la mort,"Dracula, L'amour plus fort que la mort",2011,0,0,2016-06-04,"Musical,French pop",French,,,,,,
41923,"L'amour s'en va, l'amour revient",Frédéric François,1988,0,0,2016-06-05,French pop,French,,,,,,
52879,"L'amour, l'amour, l'amour",Marcel Mouloudji,1963,0,0,2017-05-04,"French pop,Love",French,,,,,,
20168,L'amoureuse,Carla Bruni,2008,0,0,2014-09-30,French pop,French,,,,,,
34295,L'Anamour,Serge Gainsbourg,1969,0,0,2013-10-08,French pop,French,,,,,,
45322,L'anima vola,Elisa,2013,0,0,2013-11-07,Pop,Rock,Italian,,,,,
54370,L'année la plus chaude de tous les temps,Raphaël,2017,0,0,2017-11-09,French pop,French,,,,,,
36561,L'apologie,Matmatah,1998,0,0,2016-02-25,French pop,French,,,,,,
55160,L'Appuntamento (Sentado à Beira do Caminho),Andrea Bocelli,2006,0,0,2018-03-13,Love,Pop,Italian,,,,,
38434,L'Arsène,Jacques Dutronc,1970,0,0,2014-10-06,"French pop,TV & movie soundtrack",French,,,,,,
14419,L'art et la manière,Christophe Maé,2007,0,0,2016-03-21,French pop,French,,,,,,
34687,L'artiste,Annie Cordy,1998,0,0,2014-10-07,"French pop,Jazz",French,,,,,,
23307,L'assasymphonie,Mozart l'opéra rock,2009,0,0,2013-06-04,"Musical,French pop",French,,,,,,
26364,L'assasymphonie (Acoustique),Mozart l'opéra rock,2009,0,0,2013-06-04,"Musical,French pop",French,,,,,,
49786,L'attirance,Emmanuel Moire,2015,0,0,2016-07-11,French pop,French,,,,,,
47303,L'attraction,Emmanuel Moire,2009,0,0,2016-02-25,French pop,French,,,,,,
51420,L'attrape-rêves,Christophe Maé,2016,0,0,2016-11-20,French pop,French,,,,,,
41594,L'aurora,Eros Ramazzotti,1996,0,0,2012-10-08,"Pop,Soft rock",Italian,,,,,,
44698,L'automne,Christophe Maé,2013,0,0,2016-06-04,French pop,French,,,,,,
33201,L'autre bout du monde,Emily Loizeau,2005,0,0,2016-03-10,French pop,French,,,,,,
12770,L'autre Finistère,Les Innocents,1992,0,0,2014-08-08,French pop,French,,,,,,
46053,L'aventure,Gilbert Bécaud,1976,0,0,2018-07-19,French pop,French,,,,,,
12205,L'aventurier,Indochine,1982,0,0,2014-05-28,"French pop,80s",French,,,,,,
41926,L'aveu,Garou,2003,0,0,2016-06-05,French pop,French,,,,,,
6024,L'Avventura,Stone et Charden,1971,1,0,2016-03-31,"French pop,Duet,Love",French,,,,,,
8106,L'Aziza,Daniel Balavoine,1985,0,0,2013-11-25,"French pop,80s",French,,,,,,
51134,L'aziza,Balavoine(s),2015,0,0,2016-06-07,"French pop,Reggae",French,,,,,,
33430,L'eau vive,Guy Béart,1958,0,0,2015-09-17,"French pop,TV & movie soundtrack",French,,,,,,
39503,L'écho des dimanches,Patrick Fiori,2011,1,0,2016-08-25,"French pop,Duet,Pop",French,Italian,,,,,
37075,L'école est finie,Sheila,1963,0,0,2016-02-25,"French pop,Oldies",French,,,,,,
20706,L'effet papillon,Bénabar,2008,0,0,2014-07-24,"French pop,Humour",French,,,,,,
40276,L'emozione non ha voce,Adriano Celentano,1999,0,0,2016-06-05,Pop,Love,Italian,,,,,
54895,L'empire du côté obscur,IAM,1997,1,0,2018-01-29,Rap,Duet,French,,,,,
44271,L'enfant,Jeanne Mas,1986,0,0,2016-06-07,"French pop,80s",French,,,,,,
24748,L'enfant au piano,Serge Lama,1977,0,0,2015-02-20,French pop,French,,,,,,
48747,L'enfant au piano (Symphonique),Serge Lama,1998,0,0,2015-04-04,French pop,French,,,,,,
40084,L'enfant au tambour,Nana Mouskouri,1965,0,0,2012-06-01,"Christmas,French pop",French,,,,,,
51911,L'enfant au tambour,Roch Voisine,1999,0,0,2016-10-24,"Christmas,French pop,Soft rock,Folk",French,,,,,,
11059,L'enfant aux cheveux gris,Lynda Lemay,2002,0,0,2011-09-19,French pop,French,,,,,,
29347,L'enfant d'un autre,Serge Lama,1973,0,0,2011-09-03,French pop,French,,,,,,
46065,L'enfant d'un autre (avec Lynda Lemay),Serge Lama,2003,1,0,2017-05-24,"French pop,Duet",French,,,,,,
30684,L'enfant des cathédrales,Gérard Lenorman,1977,0,0,2011-05-30,French pop,French,,,,,,
23554,L'enfer,Daniel Guichard,1978,0,0,2016-02-25,French pop,French,,,,,,
43795,L'enfer et moi,Amandine Bourgeois,2013,0,0,2014-03-24,French pop,French,,,,,,
11658,L'envie,Johnny Hallyday,1986,0,0,2016-02-25,French pop,French,,,,,,
35120,L'envie,Chimène Badi,2005,0,0,2016-02-25,French pop,French,,,,,,
46378,L'envie,Les Enfoirés,1997,0,0,2016-02-25,French pop,French,,,,,,
54779,L'envie,On a tous quelque chose de Johnny,2017,0,0,2018-01-16,"French pop,Rock",French,,,,,,
14479,L'envie,Grégory Lemarchal,2004,1,0,2016-04-04,"Duet,French pop",French,,,,,,
23393,L'envie (Bercy 1987),Johnny Hallyday,1987,0,0,2016-06-05,"Rock,French pop",French,,,,,,
48613,L'envie (Live Bercy 2013),Johnny Hallyday,2013,0,0,2016-06-07,French pop,French,,,,,,
26185,L'envie (Stade de France 2009),Johnny Hallyday,2009,0,0,2016-06-04,"French pop,Rock",French,,,,,,
6782,L'envie d'aimer,Les Dix Commandements,2000,0,0,2011-05-31,"French pop,Musical,Love",French,,,,,,
55926,L'envie d'aimer,Kids United,2016,0,0,2018-09-04,"French pop,Kids,Love",French,,,,,,
48415,L'envie d'aimer,Sidaction,2014,0,0,2015-02-04,French pop,French,,,,,,
51999,L'envol (Il Volo),Hélène Ségara,2016,0,0,2016-12-04,"French pop,Love",French,Italian,,,,,
33498,L'épervier,Hugues Aufray,1966,0,0,2013-07-01,French pop,French,,,,,,
10275,L'équipe à Jojo,Joe Dassin,1970,0,0,2013-06-14,French pop,French,,,,,,
40440,L'esclave,Serge Lama,1974,0,0,2015-04-21,French pop,French,,,,,,
53968,L'esercito del selfie,Takagi & Ketra,2017,1,0,2017-09-04,Pop,Duet,Italian,,,,,
34789,L'esprit grande prairie,Eddy Mitchell,2010,0,0,2016-06-04,French pop,French,,,,,,
55701,L'esprit grande prairie (La même tribu 2),Eddy Mitchell,2018,1,0,2018-07-04,"French pop,Rock,Duet",French,,,,,,
28661,L'essentiel,Ginette Reno,1991,0,0,2014-10-07,French pop,French,,,,,,
43026,L'essenziale,Marco Mengoni,2013,0,0,2013-04-02,Pop,Italian,,,,,,
35442,L'été,Bernard Lavilliers,2004,0,0,2016-06-05,French pop,French,,,,,,
48429,L'été en hiver,Christophe Willem,2014,0,0,2016-06-07,French pop,French,,,,,,
10272,L'été indien,Joe Dassin,1975,0,0,2016-11-22,"French pop,Love",French,,,,,,
