,title,artist,,,,,,,,,,,,
9049,Things Change,Dwight Yoakam,1998,0,0,2018-01-17,Country,English,,,,,,
6234,Things I'll Never Say,Avril Lavigne,2002,0,0,2007-07-23,Pop,Rock,English,,,,,
10377,Things Just Ain't The Same,Deborah Cox,1997,0,0,2018-05-03,R&B,English,,,,,,
29505,Things People Say,Lady Antebellum,2008,0,0,2011-05-31,"Country,Soft rock",English,,,,,,
45861,Things We Lost In The Fire,Bastille,2013,0,0,2014-01-07,Alternative,Rock,English,,,,,
21368,Things We Said Today,The Beatles,1964,0,0,2011-05-31,Rock 'n Roll,English,,,,,,
15276,Things Will Go My Way,The Calling,2004,0,0,2013-02-27,Rock,Alternative,English,,,,,
35812,Things You Said To Me,The Mavericks,1995,0,0,2011-05-31,Country,English,,,,,,
6438,Think,Aretha Franklin,1968,0,0,2007-08-22,Soul,English,,,,,,
36821,Think,The Blues Brothers,1980,0,0,2011-08-05,"TV & movie soundtrack,Soul,Rock",English,,,,,,
32538,Think It Over,Buddy Holly,1958,0,0,2015-05-01,"Rock 'n Roll,Oldies",English,,,,,,
42201,Think Of Laura,Christopher Cross,1983,0,0,2012-11-23,"Soft rock,Pop",English,,,,,,
6542,Think of Me,The Phantom Of The Opera,1987,1,0,2007-05-30,"Musical,TV & movie soundtrack,Duet",English,,,,,,
26759,Think Of Me (When You're Lonely),The Mavericks,1999,0,0,2012-01-09,Country,English,,,,,,
50979,Think Of You,Chris Young,2016,1,0,2016-06-06,Country,Pop,Duet,English,,,,
11461,Think Twice,Céline Dion,1993,0,0,2012-10-12,Soft rock,English,,,,,,
41777,Thinkin Bout You,Frank Ocean,2012,0,0,2012-10-16,R&B,Soul,English,,,,,
25351,Thinkin' About You,Mario,2009,0,0,2012-03-08,R&B,Rap,English,,,,,
10148,Thinkin' Problem,David Ball,1994,0,0,2017-09-29,Country,English,,,,,,
55210,Thinking 'Bout You,Dua Lipa,2017,0,0,2018-03-20,Pop,R&B,English,,,,,
44667,Thinking About You,Calvin Harris,2013,0,0,2014-10-19,Dance,Electro,English,,,,,
11702,Thinking About You,Norah Jones,2007,0,0,2011-05-31,Soul,Blues,Jazz,English,,,,
35344,Thinking Of Me,Olly Murs,2010,0,0,2011-07-16,Pop,Reggae,English,,,,,
34408,Thinking Of You,Tony! Toni! Toné!,1997,0,0,2011-09-23,Soul,English,,,,,,
47210,Thinking Out Loud,Ed Sheeran,2014,0,0,2014-09-02,Pop,Folk,English,,,,,
48846,Thinking Out Loud,Boyce Avenue,2015,0,0,2015-04-05,Pop,Folk,English,,,,,
51028,Thinking Out Loud,Postmodern Jukebox,2016,0,0,2016-06-06,Jazz,Pop,English,,,,,
51802,Thinking Out Loud,Johnny Brady,2016,0,0,2016-10-24,Love,Country,English,,,,,
52442,Thinking Out Loud / I'm Not The Only One,Sam Tsui,2015,1,0,2017-02-23,Pop,Folk,Duet,English,,,,
15470,Thinking Over,Dana Glover,2002,0,0,2018-07-16,"Pop,Soft rock",English,,,,,,
14930,Third Rate Romance,The Amazing Rhythm Aces,1975,0,0,2015-05-11,Country,English,,,,,,
9607,Third Rock From The Sun,Joe Diffie,1994,0,0,2013-03-26,Country,English,,,,,,
52151,This,Ed Sheeran,2011,0,0,2016-11-29,Folk,Love,English,,,,,
28702,This Ain't A Love Song,Scouting for Girls,2010,0,0,2011-05-30,Pop,Rock,English,,,,,
11761,"This Ain't a Scene, It's an Arms Race",Fall Out Boy,2007,0,0,2017-09-15,Rock,English,,,,,,
44731,This Ain't Gonna Work,Alain Clark,2007,0,0,2013-11-06,Soul,Pop,English,,,,,
50143,This Ain't Love,Jessica Mauboy,2015,0,0,2017-11-11,Dance,Pop,R&B,English,,,,
27652,This Ain't Nothin',Craig Morgan,2010,0,0,2011-05-30,Country,English,,,,,,
24809,This Boy,The Beatles,1963,0,0,2011-05-30,Pop,English,,,,,,
26782,This Boy's In Love,The Presets,2008,0,0,2017-10-12,Electro,Dance,English,,,,,
35746,This Can't Be Love,Natalie Cole,1991,0,0,2011-08-10,Jazz,English,,,,,,
35731,This Can't Be Love,Nat King Cole,1963,0,0,2011-09-19,Oldies,Jazz,English,,,,,
29001,This Can't Be Love,Ella Fitzgerald,1957,0,0,2011-05-30,Jazz,Oldies,English,,,,,
9221,This Cat's On A Hot Tin Roof,Brian Setzer,1998,0,0,2011-05-30,Blues,English,,,,,,
32009,This Charming Man,The Smiths,1983,0,0,2015-10-23,Alternative,Rock,English,,,,,
35418,This Christmas,Donny Hathaway,1970,0,0,2011-11-15,Christmas,Soul,English,,,,,
33708,This Christmas,Chris Brown,2007,0,0,2011-05-31,"Christmas,Soul,TV & movie soundtrack",English,,,,,,
26269,This Christmas,Christina Aguilera,2000,0,0,2011-05-30,Christmas,Pop,English,,,,,
8416,This Could Be the Start of Something Big,Steve Lawrence,1954,1,0,2017-03-17,Jazz,Duet,Oldies,English,,,,
33659,This Day,Emma's Imagination,2010,0,0,2016-02-25,"Pop,Soft rock",English,,,,,,
15828,This Diamond Ring,Gary Lewis,1965,0,0,2013-11-01,Pop,Rock,Oldies,English,,,,
7596,This Everyday Love,Rascal Flatts,2000,0,0,2015-11-04,Country,English,,,,,,
29737,This Face,Willie Nelson,2002,0,0,2013-10-18,Country,English,,,,,,
15805,This Fire,Franz Ferdinand,2004,0,0,2012-01-31,Rock,Alternative,English,,,,,
51013,This Girl,Kungs,2016,0,0,2016-06-05,Pop,Electro,Soul,Funk,English,,,
34422,This Heart Of Mine,1940s Standards,1946,0,0,2011-06-03,Oldies,Jazz,English,,,,,
30289,This House,Tracie Spencer,1991,0,0,2012-04-23,80s,Pop,English,,,,,
51978,This House is Not for Sale,Bon Jovi,2016,0,0,2016-11-08,Rock,English,,,,,,
11174,This I Promise You,Ronan Keating,2006,0,0,2007-12-18,"Soft rock,Pop",English,,,,,,
7380,This I Promise You,NSYNC,2000,0,0,2011-06-10,"Teen pop,Love,Pop,R&B",English,,,,,,
55938,This I Promise You,Donna Taggart,2015,0,0,2018-08-29,Country,Love,English,,,,,
5846,This I Swear,Nick Lachey,2003,0,0,2007-05-04,"Teen pop,Love",English,,,,,,
38865,This Is,Aslan,1986,0,0,2016-02-25,Rock,English,,,,,,
37338,This Is A Night / Het is een nacht,The Baseballs,2011,0,0,2013-07-25,"Pop,Rock 'n Roll,Oldies",English,Dutch,,,,,
55604,This is America,Childish Gambino,2018,0,1,2018-06-28,Rap,Alternative,English,,,,,
32444,This Is Australia Calling,John Williamson,1990,0,0,2012-02-22,Country,English,,,,,,
35638,This Is Country Music,Brad Paisley,2010,0,0,2012-02-01,Country,English,,,,,,
6065,This Is God,Phil Vassar,2003,0,0,2011-09-19,Country,English,,,,,,
52658,This Is Gospel,Panic! At the Disco,2013,0,0,2017-03-09,Pop,Rock,English,,,,,
53342,This Is Gospel (Piano Version),Panic! At the Disco,2013,0,0,2017-10-31,Pop,Alternative,English,,,,,
31603,This Is Halloween,The Nightmare Before Christmas,1993,0,0,2014-12-30,"TV & movie soundtrack,Christmas,Musical",English,,,,,,
27509,This Is How A Heart Breaks,Rob Thomas,2005,0,0,2011-05-30,Pop,Rock,English,,,,,
14062,This Is How We Do It,Montell Jordan,1995,0,0,2011-05-31,Rap,R&B,English,,,,,
45331,This Is How We Party,S.O.A.P.,1998,0,0,2013-11-10,Pop,English,,,,,,
47409,This Is How We Roll,Florida Georgia Line,2014,0,0,2014-09-22,Country,Rap,English,,,,,
25289,This Is It,Michael Jackson,2009,0,0,2011-05-31,"Pop,Soul,TV & movie soundtrack",English,,,,,,
24810,This Is It (duet),Kenny Loggins,1979,1,0,2011-05-30,Pop,80s,Duet,English,,,,
40704,This Is Love,will.i.am,2012,0,0,2012-08-13,Dance,Electro,English,,,,,
54867,This Is Me,The Greatest Showman,2017,0,0,2018-01-31,"TV & movie soundtrack,Musical",English,,,,,,
55012,This Is Me,Kesha,2017,0,0,2018-02-05,"Pop,TV & movie soundtrack,Musical",English,,,,,,
20944,This Is Me,Camp Rock,2008,0,0,2016-11-23,"Pop,Rock,TV & movie soundtrack,Musical",English,,,,,,
24504,This Is Me (Acoustic),Camp Rock,2008,0,0,2016-11-23,"Teen pop,TV & movie soundtrack,Musical",English,,,,,,
11078,This Is Me Missing You,James House,1995,0,0,2014-02-17,Country,English,,,,,,
16142,This Is Me You're Talking To,Trisha Yearwood,2007,0,0,2012-04-29,"Country,Soft rock",English,,,,,,
24959,This Is My Father's World,Gospel Singer,1901,0,0,2011-05-30,Gospel,Christian,English,,,,,
21483,This Is My Life,Shirley Bassey,1968,0,0,2011-05-30,Oldies,Soul,English,,,,,
32147,This Is My Life,Edward Maya,2010,0,0,2011-05-30,Electro,Dance,English,,,,,
54696,This Is My Life,Jason Manford,2017,0,0,2018-01-15,Pop,English,,,,,,
26534,This Is My Life,Eartha Kitt,1986,0,0,2011-11-25,80s,Pop,English,,,,,
23768,This Is My Life,Phil Vassar,2007,0,0,2012-01-05,Rock,Country,English,,,,,
27866,This Is My Life (Disco Version),Shirley Bassey,1968,0,0,2011-05-31,Pop,Disco,English,,,,,
33383,This Is My Night,Chaka Khan,1984,0,0,2013-12-07,Pop,English,,,,,,
12312,This Is My Now,Jordin Sparks,2007,0,0,2008-05-05,Soft rock,English,,,,,,
45977,This Is My Song,Engelbert Humperdinck,1967,0,0,2014-01-18,Love,Pop,Oldies,English,,,,
7054,This Is My Song,Petula Clark,1967,0,0,2011-05-31,"TV & movie soundtrack,Pop,Love",English,,,,,,
44592,This Is Nightlife,ItaloBrothers,2013,0,0,2013-08-26,Dance,Electro,English,,,,,
53070,This Is Not Real Love,George Michael,2006,1,0,2017-06-09,Pop,R&B,80s,Duet,English,,,
7831,This Is Our Dance,Elvis Presley,1971,0,0,2018-04-30,Love,Pop,English,,,,,
25068,This Is Such A Pity,Weezer,2006,0,0,2012-06-13,Rock,Pop,English,,,,,
31051,This Is The Last Time,Keane,2004,0,0,2011-12-04,Rock,Pop,English,,,,,
17365,This Is The Life,Amy Macdonald,2007,0,0,2008-07-29,Folk,Pop,English,,,,,
37620,This Is The Life,Matt Monro,1966,0,0,2011-08-08,Musical,Jazz,English,,,,,
34447,This Is The Moment,René Froger,1992,0,0,2011-05-31,Pop,English,,,,,,
14607,This Is The Moment,Jekyll & Hyde,1990,0,0,2008-05-29,Musical,English,,,,,,
5852,This Is The Night,Clay Aiken,2003,0,0,2012-03-05,Pop,Love,English,,,,,
43524,This Is What It Feels Like,Armin Van Buuren,2013,0,0,2013-05-20,Pop,Electro,English,,,,,
40187,This Is What Makes Us Girls,Lana Del Rey,2012,0,0,2012-05-25,Alternative,Pop,English,,,,,
31050,This Is What You Are,Mario Biondi,2006,0,0,2011-05-31,Soul,Jazz,English,,,,,
51251,This Is What You Came For,Calvin Harris,2016,0,0,2016-06-24,Pop,Dance,Electro,English,,,,
52276,This Is What You Came For,Boyce Avenue,2016,0,0,2017-01-20,Pop,Folk,English,,,,,
25700,This Is Who I Am,Vanessa Amorosi,2009,0,0,2011-05-30,Pop,Rock,English,,,,,
54688,This Is Why We Can't Have Nice Things,Taylor Swift,2017,0,0,2018-01-02,Pop,English,,,,,,
29116,This Is Your Life,Switchfoot,2005,0,0,2011-10-08,Pop,Rock,English,,,,,
35407,This Is Your Time,Michael W. Smith,1999,0,0,2012-03-18,Soft rock,English,,,,,,
38450,This Isn't Everything You Are,Snow Patrol,2011,0,0,2012-03-11,Rock,Alternative,English,,,,,
9912,This Kiss,Faith Hill,1998,0,0,2012-10-16,Country,English,,,,,,
42372,This Kiss,Carly Rae Jepsen,2012,0,0,2013-01-18,"Teen pop,Dance,Pop",English,,,,,,
8042,This Land Is Your Land,Pete Seeger,1963,0,0,2011-09-21,Folk,Country,English,,,,,
30146,This Land Is Your Land,The Weavers,1951,0,0,2012-01-18,Country,English,,,,,,
36826,This Land Is Your Land,Children's Chorus,2005,0,0,2012-03-05,Kids,English,,,,,,
10571,This Land Is Your Land,New Christy Minstrels,1962,0,0,2017-10-18,Folk,Country,English,,,,,
42178,This Life,Curtis Stigers,2008,0,0,2016-02-25,"TV & movie soundtrack,Rock,Blues",English,,,,,,
31183,This Lil' Game We Play,Subway,1994,0,0,2013-12-04,R&B,English,,,,,,
28646,This Little Light Of Mine,1920s Standards,1920,0,0,2011-10-29,Kids,Pop,Oldies,English,,,,
5111,This Love,Maroon 5,2002,0,0,2011-11-23,Pop,Rock,English,,,,,
21920,This Love,Pantera,1992,0,0,2014-05-03,Hard/Metal,English,,,,,,
25761,This Love,Michael Bublé,2005,0,0,2011-05-30,Pop,English,,,,,,
48477,This Love,Taylor Swift,2014,0,0,2015-03-16,Pop,Electro,English,,,,,
29563,This Love,The Baseballs,2009,0,0,2011-05-30,"Pop,Soft rock,Rock 'n Roll",English,,,,,,
16519,This Love,LeAnn Rimes,2003,0,0,2011-11-19,"Soft rock,Country",English,,,,,,
37004,This Love (Will Be Your Downfall),Ellie Goulding,2010,0,0,2016-02-25,80s,Pop,Electro,English,,,,
52022,This Love of Mine,Michael Bublé,2016,0,0,2016-12-06,Pop,English,,,,,,
16255,This Magic Moment,Jay and The Americans,1960,0,0,2012-04-26,"Pop,Rock 'n Roll,Oldies",English,,,,,,
40862,This Magic Moment,The Drifters,1960,0,0,2015-09-02,Soul,English,,,,,,
17473,This Masquerade,George Benson,1976,0,0,2011-08-19,Jazz,Soul,English,,,,,
26752,This Masquerade,The Carpenters,1973,0,0,2011-05-30,"Soft rock,Pop,Jazz",English,,,,,,
34071,This Melody,Julien Clerc,1975,0,0,2014-04-24,French pop,French,English,,,,,
7402,This Moment In Time,Engelbert Humperdinck,1979,0,0,2016-03-10,Jazz,English,,,,,,
32842,This Night,Billy Joel,1983,0,0,2016-02-24,Rock,English,,,,,,
41780,This Old Guitar,John Denver,1974,0,0,2012-10-02,Folk,English,,,,,,
54642,This Old Heart,Midland,2017,0,0,2017-12-05,Country,English,,,,,,
33372,This Old Heart Of Mine,The Isley Brothers,1966,0,0,2011-09-12,Soul,English,,,,,,
6328,This Old Heart of Mine (Is Weak for You),Rod Stewart,1989,1,0,2011-05-30,Rock,Pop,Duet,English,,,,
35093,This Old House,Brian Setzer,1998,0,0,2012-02-13,"Rock 'n Roll,Jazz,Blues",English,,,,,,
41229,This Ole Boy,Joe Nichols,2011,0,0,2012-08-22,Country,English,,,,,,
25265,This Ole House,Shakin' Stevens,1981,0,0,2011-05-30,"Rock 'n Roll,80s",English,,,,,,
5669,This One's For The Girls,Martina McBride,2003,0,0,2011-05-31,Country,English,,,,,,
51337,This One's for You,David Guetta,2016,0,0,2016-07-11,Dance,Electro,Pop,English,,,,
29117,This Photograph Is Proof (I Know You Know),Taking Back Sunday,2005,0,0,2013-11-21,Rock,English,,,,,,
25943,This Place Hotel (aka Heartbreak Hotel),The Jackson 5,1980,0,0,2011-05-30,Pop,Funk,English,,,,,
30442,This Pretty Face,Amy Macdonald,2010,0,0,2011-05-30,Rock,Pop,Folk,English,,,,
17293,This Song,The Enemy,2007,0,0,2011-10-08,Rock,Alternative,English,,,,,
39510,This Song Is About You,Olly Murs,2011,0,0,2012-06-28,Pop,English,,,,,,
49237,This Summer's Gonna Hurt Like A Motherf****r,Maroon 5,2015,0,1,2015-06-12,Pop,Rock,English,,,,,
37169,This Time,John Legend,2008,0,0,2012-11-23,Soul,English,,,,,,
47696,This Time,Shakin' Stevens,1981,0,0,2014-10-16,"Love,Rock 'n Roll,Oldies",English,,,,,,
24352,This Time,Troy Shondell,1961,0,0,2012-04-29,Oldies,Love,English,,,,,
24481,This Time,K'Jon,2009,0,0,2011-10-16,Pop,Love,English,,,,,
24016,This Time,Bryan Adams,1983,0,0,2011-11-16,Pop,Rock,English,,,,,
27365,This Time,Carrie Underwood,2009,0,0,2011-05-31,Country,Pop,English,,,,,
38069,This Time,Pia Toscano,2011,0,0,2013-07-01,Pop,English,,,,,,
7292,This Time Around,Hanson,2000,0,0,2018-02-13,Pop,Rock,English,,,,,
35732,This Time Baby,Jackie Moore,1979,0,0,2011-05-31,Disco,Soul,English,,,,,
33533,This Time I Know It's For Real,Donna Summer,1989,0,0,2013-11-09,Pop,80s,Disco,English,,,,
51229,This Time I'll Be Sweeter,Angela Bofill,1978,0,0,2016-09-20,Love,Soul,English,,,,,
51931,This Town,Niall Horan,2016,0,0,2016-10-31,Folk,English,,,,,,
49536,This Town,Kacey Musgraves,2015,0,0,2015-07-29,Pop,Folk,English,,,,,
48665,This Town,Nashville,2013,0,0,2015-02-18,"Folk,Country,TV & movie soundtrack",English,,,,,,
8145,This Train Don't Stop There Anymore,Elton John,2001,0,0,2011-10-31,"Pop,Soft rock",English,,,,,,
9581,This Will Be,Natalie Cole,1975,0,0,2011-05-31,Funk,Soul,English,,,,,
20897,This Woman's Work,Maxwell,1997,0,0,2011-05-31,Soul,English,,,,,,
39366,This World,Selah Sue,2011,0,0,2012-10-15,Soul,R&B,English,,,,,
33203,This World Today Is A Mess,Donna Hightower,1972,0,0,2011-05-31,Soul,Pop,English,,,,,
39379,This World Today Is A Mess,Chimène Badi,2011,0,0,2012-02-07,Soul,Pop,English,,,,,
41712,This Year's Love,David Gray,1999,0,0,2012-09-26,"Folk,Soft rock,TV & movie soundtrack",English,,,,,,
11965,Thnks Fr Th Mmrs,Fall Out Boy,2007,0,0,2011-05-31,Rock,Pop,Alternative,English,,,,
29394,Thoia Thoing,R. Kelly,2003,0,0,2013-12-07,R&B,English,,,,,,
13927,Thong Song,Sisqó,2000,0,0,2015-02-23,R&B,Rap,English,,,,,
29395,Thoroughly Modern Millie,Children's Chorus,2002,0,0,2011-05-30,Kids,English,,,,,,
33308,Those Lazy-Hazy-Crazy Days Of Summer,Nat King Cole,1963,0,0,2016-03-30,Oldies,Jazz,English,,,,,
25304,Those Magic Changes,Grease,1978,0,0,2011-06-28,"Oldies,Rock 'n Roll,TV & movie soundtrack,Musical",English,,,,,,
5314,Those Sweet Words,Norah Jones,2004,0,0,2015-09-14,"Love,Soft rock",English,,,,,,
14086,Those Were The Days,Mary Hopkin,1968,0,0,2011-05-31,Pop,English,,,,,,
42826,Those Were The Days,Hermes House Band,2003,0,0,2013-03-08,Pop,Dance,English,,,,,
24353,Those Were The Days,All In The Family,1971,1,0,2013-11-17,"Humour,TV & movie soundtrack,Duet",English,,,,,,
18584,Thoughtless,Korn,2002,0,1,2013-04-16,Hard/Metal,Alternative,English,,,,,
42447,Thrash Unreal,Against Me!,2007,0,0,2013-01-28,Punk/Grunge,Rock,English,,,,,
36351,Three Blind Mice,Children's Chorus,1805,0,0,2011-05-31,Kids,English,,,,,,
16919,Three Coins In The Fountain,Frank Sinatra,1962,0,0,2016-09-17,"Oldies,Soft rock",English,,,,,,
25151,Three Days In A Row,Anouk,2009,0,0,2011-06-01,Soul,Rock,English,,,,,
14545,Three Lions,Baddiel & Skinner,1996,0,0,2018-07-28,Pop,Rock,English,,,,,
30480,Three Lions 2010,The Squad,2010,0,0,2016-02-25,Pop,English,,,,,,
13150,Three Little Birds,Bob Marley,1977,0,0,2011-05-30,Reggae,English,,,,,,
56021,Three Little Birds,Maroon 5,2018,0,0,2018-08-21,Reggae,Pop,English,,,,,
24638,Three Little Pigs,Green Jellÿ,1992,0,0,2012-01-22,Hard/Metal,Rock,Humour,English,,,,
30967,Three Steps To Heaven,Showaddywaddy,1975,0,0,2012-12-16,Rock 'n Roll,English,,,,,,
20429,Three Times A Lady,Lionel Richie,1978,0,0,2011-05-31,"Love,Soft rock",English,,,,,,
13632,Three Times A Lady,The Commodores,1978,0,0,2011-05-31,Love,English,,,,,,
6072,Three Wooden Crosses,Randy Travis,2002,0,0,2011-07-13,Country,Christian,English,,,,,
7460,Three's Company,TV Theme,1977,0,0,2013-07-25,TV & movie soundtrack,English,,,,,,
37203,Threshold,Sex Bob-omb,2010,0,0,2013-07-03,"Rock,Alternative,TV & movie soundtrack",English,,,,,,
42514,Thrift Shop,Macklemore & Ryan Lewis,2012,0,1,2013-01-25,Rap,Alternative,English,,,,,
48674,Thrift Shop,Postmodern Jukebox,2014,0,0,2015-04-17,Pop,Jazz,English,,,,,
11762,Through Glass,Stone Sour,2006,0,0,2011-06-14,Rock,English,,,,,,
14154,Through The Barricades,Spandau Ballet,1986,0,0,2014-02-13,"Pop,Soft rock",English,,,,,,
22956,Through The Eyes Of A Child,Reamonn,2008,0,0,2011-05-31,Pop,Rock,English,,,,,
18210,Through the Eyes of Love,Ice Castles,1978,0,0,2016-10-26,"TV & movie soundtrack,Love",English,,,,,,
19360,Through the Fire,Chaka Khan,1984,0,0,2011-05-31,80s,Soul,English,,,,,
28896,Through The Fire And Flames,DragonForce,2006,0,0,2011-05-31,Hard/Metal,Rock,English,,,,,
14826,Through The Iris,10 Years,2005,0,0,2015-09-28,Hard/Metal,Alternative,English,,,,,
12768,Through the Pain (She Told Me),P. Diddy,2006,0,0,2018-06-14,R&B,Pop,Rap,English,,,,
7199,Through The Rain,Mariah Carey,2002,0,0,2011-05-31,Soft rock,English,,,,,,
18548,Through The Years,Kenny Rogers,1980,0,0,2012-01-17,Soft rock,English,,,,,,
25084,Throw It In The Bag,Fabolous,2009,0,0,2014-03-16,Rap,English,,,,,,
36906,Throw It On Me (Clean),Timbaland,2007,0,0,2014-09-08,Rap,R&B,English,,,,,
36913,Throw Some D's (Clean),Rich Boy,2006,0,0,2014-12-03,Rap,English,,,,,,
39956,Throw Your Arms Around Me,Hunters & Collectors,1984,0,0,2013-02-20,Rock,English,,,,,,
53367,Thunder,Imagine Dragons,2017,0,0,2017-07-13,Alternative,Rock,Electro,English,,,,
45713,Thunder,Jessie J,2013,0,0,2014-01-11,Pop,80s,English,,,,,
50077,Thunder,Leona Lewis,2015,0,0,2015-12-08,Pop,Soul,English,,,,,
5439,Thunder In My Heart Again,Meck,2006,0,0,2011-05-31,Dance,English,,,,,,
13891,Thunder Road,Bruce Springsteen,1975,0,0,2011-10-20,Rock,English,,,,,,
8410,Thunderball,Tom Jones,1965,0,0,2011-05-31,"Pop,TV & movie soundtrack",English,,,,,,
21541,Thunderstruck,AC/DC,1990,0,0,2011-11-25,Hard/Metal,Rock,English,,,,,
45929,Thursday's Child,David Bowie,1999,0,0,2014-01-26,Rock,Alternative,English,,,,,
51568,Thy Will,Hillary Scott,2016,0,0,2016-08-31,Pop,Country,English,,,,,
5123,Ti Amo,Umberto Tozzi,1983,0,0,2011-07-07,Pop,Love,Italian,,,,,
16874,Ti Amo,Howard Carpendale,1977,0,0,2014-10-07,Schlager,Love,German,,,,,
32036,Ti amo,Davide Esposito,2010,0,0,2011-06-08,"Soft rock,Pop",Italian,,,,,,
39968,Ti penso e cambia il mondo,Adriano Celentano,2011,0,0,2012-08-06,Pop,Italian,,,,,,
37538,Ti pretendo,Raf,1989,0,0,2012-02-08,Pop,Italian,,,,,,
21167,Ti Sento,Matia Bazar,1985,0,0,2016-10-01,80s,Pop,Italian,,,,,
33712,Ti vorrei sollevare,Elisa,2009,1,0,2013-07-24,Duet,Pop,Rock,Italian,,,,
27459,Tic Toc Polka,Polka Forever,1967,0,0,2012-05-25,Oldies,Traditionnal,English,,,,,
31485,"Tic, Tic Tac",Carrapicho,1996,0,0,2018-08-17,Latin,Dance,Portuguese,,,,,
49428,Tick Tock,Stevie Ray Vaughan,1990,0,0,2015-08-03,Soft rock,English,,,,,,
46383,Ticket To Heaven,3 Doors Down,2002,0,0,2014-03-05,Rock,Alternative,Hard/Metal,English,,,,
14166,Ticket To Ride,The Beatles,1965,0,0,2011-07-08,Rock,English,,,,,,
37418,Ticket to Ride,The Carpenters,1969,0,0,2016-07-12,"Pop,Soft rock",English,,,,,,
48380,Ticket To Ride,Sarah Menescal,2007,0,0,2015-01-12,Pop,Latin,Jazz,English,,,,
41798,Tickets,Maroon 5,2012,0,1,2013-12-01,Pop,Electro,Rock,English,,,,
11966,Ticks,Brad Paisley,2007,0,0,2011-05-31,Country,English,,,,,,
33277,Tico Tico,The Andrews Sisters,1944,0,0,2012-02-10,Oldies,Jazz,English,,,,,
27981,Tico Tico,Dalida,1976,0,0,2011-08-03,"French pop,Latin,Disco",French,,,,,,
43847,Tico Tico,Arielle Dombasle,2006,0,0,2013-07-01,Jazz,Latin,Oldies,English,,,,
16759,Tie A Yellow Ribbon Round The Ole Oak Tree,Tony Orlando And Dawn,1973,0,0,2011-05-31,Pop,Country,English,,,,,
44622,Tie It Up,Kelly Clarkson,2013,0,0,2013-09-10,Country,Pop,English,,,,,
48037,Tie Me Down,Jack Savoretti,2014,0,0,2017-11-14,Pop,Folk,English,,,,,
32478,Tie Your Mother Down,Queen,1979,0,0,2013-05-10,Rock,English,,,,,,
25069,Tied Together With A Smile,Taylor Swift,2008,0,0,2011-05-30,"Soft rock,Country",English,,,,,,
49221,Tief unter meiner haut,Drafi Deutscher,1985,0,0,2017-07-25,Schlager,Love,German,,,,,
36386,Tiefer,Peter Maffay,1993,0,0,2016-06-05,"Pop,Soft rock",German,,,,,,
38883,"Tiens, tiens, tiens",Le Grand Orchestre du Splendid,1978,0,0,2013-09-09,French pop,French,,,,,,
43517,Tiens!... Tiens!... Tiens!...,Ray Ventura,1939,0,0,2013-09-10,"Oldies,Humour,French pop",French,,,,,,
32054,Tiger Feet,Mud,1974,0,0,2012-05-11,Rock,Pop,English,,,,,
15410,Tight Fittin' Jeans,Conway Twitty,1981,0,0,2017-10-19,Country,English,,,,,,
34551,Tighten Up,The Black Keys,2010,0,0,2011-05-30,Rock,English,,,,,,
34571,Tighten Up,Archie Bell & The Drells,1968,0,0,2011-05-31,Funk,English,,,,,,
54930,Tightrope,The Greatest Showman,2017,0,0,2018-01-31,"TV & movie soundtrack,Musical",English,,,,,,
8541,Tightrope,Stevie Ray Vaughan,1989,0,0,2014-03-19,Blues,Rock,English,,,,,
31082,Tightrope,Janelle Monáe,2010,0,0,2011-05-31,Soul,Funk,Pop,English,,,,
49181,Tightrope,Kelly Clarkson,2015,0,0,2015-06-09,Pop,English,,,,,,
25855,TiK ToK,Kesha,2009,0,0,2011-05-31,Pop,Electro,R&B,Dance,English,,,
37344,Tik Tok,The Baseballs,2011,0,0,2013-04-25,"Rock 'n Roll,Pop,Oldies",English,,,,,,
28629,Tik Tok (Parody),The Midnight Beast,2009,0,0,2013-12-07,Humour,Pop,Dance,Electro,R&B,English,,
24960,Til I Can Make It On My Own,Martina McBride,1998,0,0,2011-10-11,"Soft rock,Country",English,,,,,,
29421,Til I Hear You Sing,Love Never Dies,2010,0,0,2011-10-19,Musical,English,,,,,,
55181,Til I'm Done,Paloma Faith,2017,0,0,2018-03-20,Pop,English,,,,,,
51118,Til It Happens to You,Lady Gaga,2015,0,0,2016-06-07,Pop,English,,,,,,
22842,Til the Last Shot's Fired,Trace Adkins,2008,0,0,2011-11-25,Country,English,,,,,,
31810,Till,Tom Jones,1971,0,0,2012-03-11,Love,Oldies,Pop,English,,,,
40494,Till I Can Gain Control Again,Rodney Crowell,1981,0,0,2012-08-08,Country,English,,,,,,
38012,Till I'm Gone,Tinie Tempah,2011,0,1,2016-02-25,Rap,R&B,English,,,,,
44187,Till the End of the Day,The Kinks,1965,0,0,2018-07-19,Rock,Pop,English,,,,,
15579,Till The Rivers All Run Dry,Don Williams,1976,0,0,2015-09-16,Country,English,,,,,,
36488,Till The World Ends,Britney Spears,2011,0,0,2011-05-30,Pop,Electro,Dance,English,,,,
49648,Till Then,Michael Bublé,2002,0,0,2015-09-07,Jazz,English,,,,,,
22739,Till There Was You,The Beatles,1963,0,0,2011-08-05,Pop,English,,,,,,
8206,Till There Was You,The Music Man,1957,0,0,2007-09-10,Musical,English,,,,,,
17161,Tim McGraw,Taylor Swift,2006,0,0,2008-05-05,Country,English,,,,,,
17998,Time,Hootie And The Blowfish,1994,0,0,2018-01-23,Rock,Pop,English,,,,,
